id,year,table_type,item,value_raw,source_file,extracted_at
1,2014,balance_sheet,자 산,"["""", """", """", """", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
2,2014,balance_sheet,Ⅰ. 유 동 자 산,"["""", """", ""62,054,773"", """", ""60,603,694""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
3,2014,balance_sheet,1. 현금및현금성자산,"[""4, 6, 7"", ""1,643,318"", """", ""2,030,307"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
4,2014,balance_sheet,2. 단기금융상품,"[""5, 6, 7"", ""26,454,093"", """", ""27,463,345"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
5,2014,balance_sheet,3. 단기매도가능금융자산,"[""6, 9"", ""2,137,533"", """", ""1,488,527"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
6,2014,balance_sheet,4. 매출채권,"[""6, 7, 10"", ""18,940,786"", """", ""17,748,978"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
7,2014,balance_sheet,5. 미수금,"[""10"", ""3,218,973"", """", ""2,734,572"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
8,2014,balance_sheet,6. 선급금,"["""", ""977,114"", """", ""1,007,685"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
9,2014,balance_sheet,7. 선급비용,"["""", ""1,846,360"", """", ""1,373,140"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
10,2014,balance_sheet,8. 재고자산,"[""11"", ""5,553,834"", """", ""5,880,463"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
11,2014,balance_sheet,9. 기타유동자산,"["""", ""821,079"", """", ""876,677"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
12,2014,balance_sheet,10. 매각예정분류자산,"[""12, 34"", ""461,683"", """", ""-"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
13,2014,balance_sheet,Ⅱ. 비 유 동 자 산,"["""", """", ""102,005,810"", """", ""94,222,263""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
14,2014,balance_sheet,1. 장기매도가능금융자산,"[""6, 9"", ""7,106,234"", """", ""3,956,952"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
15,2014,balance_sheet,"2. 종속기업, 관계기업 및 공동기업 투자","[""12"", ""41,857,431"", """", ""42,258,049"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
16,2014,balance_sheet,3. 유형자산,"[""13"", ""43,744,259"", """", ""41,439,372"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
17,2014,balance_sheet,4. 무형자산,"[""14"", ""3,051,564"", """", ""2,495,302"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
18,2014,balance_sheet,5. 장기선급비용,"["""", ""4,415,935"", """", ""2,951,813"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
19,2014,balance_sheet,6. 순확정급여자산,"[""17"", ""135,951"", """", ""-"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
20,2014,balance_sheet,7. 기타비유동자산,"["""", ""1,694,436"", """", ""1,120,775"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
21,2014,balance_sheet,자 산 총 계,"["""", """", ""164,060,583"", """", ""154,825,957""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
22,2014,balance_sheet,부 채,"["""", """", """", """", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
23,2014,balance_sheet,Ⅰ. 유 동 부 채,"["""", """", ""28,208,638"", """", ""27,597,944""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
24,2014,balance_sheet,1. 매입채무,"[""6"", ""4,677,527"", """", ""5,742,116"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
25,2014,balance_sheet,2. 단기차입금,"[""6, 8, 15"", ""2,928,182"", """", ""2,811,565"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
26,2014,balance_sheet,3. 미지급금,"[""6"", ""6,460,166"", """", ""5,404,573"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
27,2014,balance_sheet,4. 선수금,"["""", ""139,803"", """", ""141,582"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
28,2014,balance_sheet,5. 예수금,"["""", ""596,164"", """", ""514,235"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
29,2014,balance_sheet,6. 미지급비용,"["""", ""7,413,148"", """", ""5,952,745"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
30,2014,balance_sheet,7. 미지급법인세,"["""", ""1,707,176"", """", ""2,207,118"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
31,2014,balance_sheet,8. 유동성사채,"[""6, 16"", ""5,304"", """", ""5,083"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
32,2014,balance_sheet,9. 충당부채,"[""18"", ""4,246,054"", """", ""4,805,193"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
33,2014,balance_sheet,10. 기타유동부채,"["""", ""14,855"", """", ""13,734"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
34,2014,balance_sheet,11. 매각예정분류부채,"[""34"", ""20,259"", """", ""-"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
35,2014,balance_sheet,Ⅱ. 비 유 동 부 채,"["""", """", ""3,174,870"", """", ""4,857,246""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
36,2014,balance_sheet,1. 사채,"[""6, 16"", ""63,648"", """", ""66,079"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
37,2014,balance_sheet,2. 장기미지급금,"[""6"", ""2,305,055"", """", ""769,002"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
38,2014,balance_sheet,3. 순확정급여부채,"[""17"", ""-"", """", ""1,500,222"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
39,2014,balance_sheet,4. 이연법인세부채,"[""29"", ""364,366"", """", ""1,954,171"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
40,2014,balance_sheet,5. 장기충당부채,"[""18"", ""437,974"", """", ""415,718"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
41,2014,balance_sheet,6. 기타비유동부채,"["""", ""3,827"", """", ""152,054"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
42,2014,balance_sheet,부 채 총 계,"["""", """", ""31,383,508"", """", ""32,455,190""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
43,2014,balance_sheet,자 본,"["""", """", """", """", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
44,2014,balance_sheet,Ⅰ. 자본금,"[""20"", """", ""897,514"", """", ""897,514""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
45,2014,balance_sheet,1. 우선주자본금,"["""", ""119,467"", """", ""119,467"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
46,2014,balance_sheet,2. 보통주자본금,"["""", ""778,047"", """", ""778,047"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
47,2014,balance_sheet,Ⅱ. 주식발행초과금,"["""", """", ""4,403,893"", """", ""4,403,893""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
48,2014,balance_sheet,Ⅲ. 이익잉여금,"[""21"", """", ""134,464,189"", """", ""122,029,419""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
49,2014,balance_sheet,Ⅳ. 기타자본항목,"[""23"", """", ""(7,113,271)"", """", ""(4,960,059)""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
50,2014,balance_sheet,Ⅴ. 매각예정분류기타자본항목,"[""34"", """", ""24,750"", """", ""-""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
51,2014,balance_sheet,자 본 총 계,"["""", """", ""132,677,075"", """", ""122,370,767""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
52,2014,balance_sheet,부채와자본총계,"["""", """", ""164,060,583"", """", ""154,825,957""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
53,2014,income_statement,1. 당기법인세,"["""", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
54,2014,income_statement,기간손익에 대한 당기법인세,"[""3,940,377"", ""4,163,214""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
55,2014,income_statement,당기에 인식한 조정사항,"[""14,830"", ""(53,530)""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
56,2014,income_statement,2. 이연법인세,"["""", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
57,2014,income_statement,세액공제의 이월로 인한 이연법인세변동액,"[""634,775"", ""28,490""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
58,2014,income_statement,일시적차이로 인한 이연법인세변동액,"[""(1,896,868)"", ""2,154,137""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
59,2014,income_statement,3. 자본에 직접 부가되는 법인세부담액,"[""(4,254)"", ""(4,572)""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
60,2014,income_statement,법인세비용,"[""2,688,860"", ""6,287,739""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
61,2014,cash_flow,Ⅰ. 영업활동 현금흐름,"["""", """", ""18,653,817"", """", ""28,443,058""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
62,2014,cash_flow,1. 영업에서 창출된 현금흐름,"["""", ""20,854,601"", """", ""31,520,938"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
63,2014,cash_flow,가. 당기순이익,"["""", ""14,591,781"", """", ""17,929,520"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
64,2014,cash_flow,나. 조정,"[""31"", ""10,894,724"", """", ""13,302,395"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
65,2014,cash_flow,다. 영업활동으로 인한 자산부채의 변동,"[""31"", ""(4,631,904)"", """", ""289,023"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
66,2014,cash_flow,2. 이자의 수취,"["""", ""854,946"", """", ""441,659"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
67,2014,cash_flow,3. 이자의 지급,"["""", ""(91,827)"", """", ""(65,476)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
68,2014,cash_flow,4. 배당금 수입,"["""", ""1,505,107"", """", ""711,925"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
69,2014,cash_flow,5. 법인세 납부액,"["""", ""(4,469,010)"", """", ""(4,165,988)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
70,2014,cash_flow,Ⅱ. 투자활동 현금흐름,"["""", """", ""(15,951,220)"", """", ""(27,325,848)""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
71,2014,cash_flow,1. 단기금융상품의 순감소(증가),"["""", ""2,709,251"", """", ""(14,062,772)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
72,2014,cash_flow,2. 단기매도가능금융자산의 순감소,"["""", ""435,813"", """", ""33,633"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
73,2014,cash_flow,3. 장기매도가능금융자산의 처분,"["""", ""18,729"", """", ""1,606,436"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
74,2014,cash_flow,4. 장기매도가능금융자산의 취득,"["""", ""(3,673,800)"", """", ""(1,253,174)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
75,2014,cash_flow,"5. 종속기업, 관계기업 및 공동기업 투자의 처분","["""", ""21,411"", """", ""57,779"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
76,2014,cash_flow,"6. 종속기업, 관계기업 및 공동기업 투자의 취득","["""", ""(1,236,303)"", """", ""(2,882,883)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
77,2014,cash_flow,7. 유형자산의 처분,"["""", ""195,588"", """", ""224,663"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
78,2014,cash_flow,8. 유형자산의 취득,"["""", ""(10,867,797)"", """", ""(10,283,821)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
79,2014,cash_flow,9. 무형자산의 처분,"["""", ""5,176"", """", ""917"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
80,2014,cash_flow,10. 무형자산의 취득,"["""", ""(1,254,109)"", """", ""(748,080)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
81,2014,cash_flow,11. 기타 투자활동으로 인한 현금유출액,"["""", ""(2,305,179)"", """", ""(18,546)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
82,2014,cash_flow,Ⅲ. 재무활동 현금흐름,"["""", """", ""(3,089,586)"", """", ""(1,356,325)""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
83,2014,cash_flow,1. 단기차입금의 순차입(상환),"["""", ""170,576"", """", ""(178,713)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
84,2014,cash_flow,2. 자기주식의 취득,"["""", ""(1,125,322)"", """", ""-"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
85,2014,cash_flow,3. 주식선택권의 행사로 인한 자기주식의 처분,"["""", ""27,582"", """", ""34,390"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
86,2014,cash_flow,4. 사채의 상환,"["""", ""(5,274)"", """", ""(5,356)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
87,2014,cash_flow,5. 배당금의 지급,"["""", ""(2,157,148)"", """", ""(1,206,646)"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
88,2014,cash_flow,Ⅳ. 현금및현금성자산의 감소(Ⅰ+Ⅱ+Ⅲ),"["""", """", ""(386,989)"", """", ""(239,115)""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
89,2014,cash_flow,Ⅴ. 기초의 현금및현금성자산,"["""", """", ""2,030,307"", """", ""2,269,422""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
90,2014,cash_flow,Ⅵ. 기말의 현금및현금성자산,"["""", """", ""1,643,318"", """", ""2,030,307""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2014.htm,2026-03-31T07:17:31.789725+00:00
91,2015,balance_sheet,자 산,"["""", """", """", """", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
92,2015,balance_sheet,Ⅰ. 유 동 자 산,"["""", """", ""67,002,055"", """", ""62,054,773""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
93,2015,balance_sheet,1. 현금및현금성자산,"[""4, 6, 7"", ""3,062,960"", """", ""1,643,318"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
94,2015,balance_sheet,2. 단기금융상품,"[""5, 6, 7"", ""27,763,589"", """", ""26,454,093"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
95,2015,balance_sheet,3. 단기매도가능금융자산,"[""6, 9"", ""3,021,210"", """", ""2,137,533"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
96,2015,balance_sheet,4. 매출채권,"[""6, 7, 10"", ""20,251,464"", """", ""18,940,786"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
97,2015,balance_sheet,5. 미수금,"[""6, 10"", ""2,314,823"", """", ""3,218,973"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
98,2015,balance_sheet,6. 선급금,"["""", ""1,105,216"", """", ""977,114"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
99,2015,balance_sheet,7. 선급비용,"["""", ""1,980,305"", """", ""1,846,360"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
100,2015,balance_sheet,8. 재고자산,"[""11"", ""6,578,112"", """", ""5,553,834"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
101,2015,balance_sheet,9. 기타유동자산,"["""", ""847,303"", """", ""821,079"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
102,2015,balance_sheet,10. 매각예정분류자산,"[""34"", ""77,073"", """", ""461,683"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
103,2015,balance_sheet,Ⅱ. 비 유 동 자 산,"["""", """", ""101,967,575"", """", ""102,005,810""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
104,2015,balance_sheet,1. 장기매도가능금융자산,"[""6, 9"", ""3,205,283"", """", ""7,106,234"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
105,2015,balance_sheet,"2. 종속기업, 관계기업 및 공동기업 투자","[""12"", ""44,107,398"", """", ""41,857,431"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
106,2015,balance_sheet,3. 유형자산,"[""13"", ""45,148,629"", """", ""43,744,259"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
107,2015,balance_sheet,4. 무형자산,"[""14"", ""3,407,229"", """", ""3,051,564"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
108,2015,balance_sheet,5. 장기선급비용,"["""", ""3,845,119"", """", ""4,415,935"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
109,2015,balance_sheet,6. 순확정급여자산,"[""17"", ""56,174"", """", ""135,951"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
110,2015,balance_sheet,7. 이연법인세자산,"[""29"", ""865,903"", """", ""-"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
111,2015,balance_sheet,8. 기타비유동자산,"["""", ""1,331,840"", """", ""1,694,436"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
112,2015,balance_sheet,자 산 총 계,"["""", """", ""168,969,630"", """", ""164,060,583""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
113,2015,balance_sheet,부 채,"["""", """", """", """", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
114,2015,balance_sheet,Ⅰ. 유 동 부 채,"["""", """", ""29,630,488"", """", ""28,208,638""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
115,2015,balance_sheet,1. 매입채무,"[""6"", ""3,887,983"", """", ""4,677,527"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
116,2015,balance_sheet,2. 단기차입금,"[""6, 8, 15"", ""7,127,527"", """", ""2,928,182"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
117,2015,balance_sheet,3. 미지급금,"[""6"", ""5,952,236"", """", ""6,460,166"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
118,2015,balance_sheet,4. 선수금,"["""", ""160,990"", """", ""139,803"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
119,2015,balance_sheet,5. 예수금,"["""", ""341,806"", """", ""596,164"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
120,2015,balance_sheet,6. 미지급비용,"["""", ""6,126,350"", """", ""7,413,148"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
121,2015,balance_sheet,7. 미지급법인세,"["""", ""1,802,344"", """", ""1,707,176"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
122,2015,balance_sheet,8. 유동성장기부채,"[""6, 16"", ""5,666"", """", ""5,304"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
123,2015,balance_sheet,9. 충당부채,"[""18"", ""4,207,745"", """", ""4,246,054"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
124,2015,balance_sheet,10. 기타유동부채,"["""", ""17,841"", """", ""14,855"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
125,2015,balance_sheet,11. 매각예정분류부채,"[""34"", ""-"", """", ""20,259"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
126,2015,balance_sheet,Ⅱ. 비 유 동 부 채,"["""", """", ""2,910,887"", """", ""3,174,870""]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
127,2015,balance_sheet,1. 사채,"[""6, 16"", ""62,326"", """", ""63,648"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
128,2015,balance_sheet,2. 장기미지급금,"[""6"", ""2,387,934"", """", ""2,305,055"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
129,2015,balance_sheet,3. 이연법인세부채,"[""29"", ""-"", """", ""364,366"", """"]",/Users/june_kim/samsung_audit_nlp/data/raw/감사보고서_2015.htm,2026-03-31T07:17:32.016402+00:00
